norm_name,name_examples,n_segments,n_events,prefs,domains
ウインチキナイ,ウインチキナイ林道,9,9,,
カムイロキ,林道カムイロキ線,9,9,,
シュネナイ,シュネナイ林道,9,9,,
ハビ内谷,林道ハビ内谷線,9,9,,
バッタの沢,バッタの沢林道,9,9,,
ピラシュケ,ピラシュケ林道,9,9,,
フリウギ沢,林道フリウギ沢線,9,9,,
フレベツ白水,フレベツ白水林道,9,9,,
ブナン沢,林道ブナン沢線,9,9,,
メトセップ,メトセップ林道,9,9,,
モセガル,モセガル林道,9,9,,
ワッカクンネップ,林道ワッカクンネップ線,9,9,,
上ハカイ,上ハカイ林道,9,9,,
上庶路,上庶路林道,9,9,,
上稲牛,上稲牛林道,9,9,,
不忘山,不忘山林道,9,9,,
中峰黒川線秋葉古道,林道中峰黒川線（秋葉古道）,9,9,,
中川,中川林道,9,9,,
中村川,中村川林道,9,9,,
乳下,林道 乳下線 / 林道乳下線,9,9,,
五の沢,五の沢林道,9,9,,
五枚沢,五枚沢林道,9,9,,
佐幌川併用,佐幌川併用林道,9,9,,
六本松,六本松林道,9,9,,
兼平沢,兼平沢林道,9,9,,
冷水,冷水林道,9,9,,
分渡沢白川,分渡沢白川林道,9,9,,
切越小峰,林道切越小峰線,9,9,,
前沢稲ヶ沢,前沢稲ヶ沢林道 / 林道前沢稲ヶ沢線,9,9,,
勢子辻,林道勢子辻線,9,9,,
北漁,北漁林道,9,9,,
北陽ヘルプナイ,北陽ヘルプナイ林道,9,9,,
千草,千草林道 / 林道千草線,9,9,,
南赤石南赤石,南赤石（南赤石）林道,9,9,,
厚内,林道厚内線,9,9,,
古潭,古潭林道 / 古潭線林道,9,9,,
右股沢,右股沢林道,9,9,,
咲別,咲別林道,9,9,,
夏厩大谷,夏厩大谷林道,9,9,,
大代,林道大代線,9,9,,
大倉沢,大倉沢林道 / 林道大倉沢線,9,9,,
大木平,大木平林道,9,9,,
大杉,大杉林道,9,9,,
大林,林道大林線,9,9,,
太辛第2支,太辛第2支線林道,9,9,,
奄美中央,奄美中央林道,9,9,,
奈良子,林道奈良子線,9,9,,
奥日田グリーンライン奥日田スーパー,奥日田グリーンライン（奥日田スーパー林道）,9,9,,
奥白滝,奥白滝林道,9,9,,
女沢,林道女沢線,9,9,,
安兵衛,安兵衛林道,9,9,,
富士山,富士山林道 / 林道富士山線,9,9,,
寺沢,寺沢林道 / 林道寺沢線,9,9,,
小倉山,小倉山林道,9,9,,
小坂下呂,小坂下呂林道,9,9,,
小森,小森林道 / 林道小森線,9,9,,
小貫深沢,林道小貫深沢線,9,9,,
尚仁沢,林道尚仁沢線,9,9,,
尾柿,林道尾柿線,9,9,,
居組諸寄,林道居組諸寄線,9,9,,
屈足オソウシ,屈足オソウシ林道,9,9,,
峰越大谷霧ヶ原,峰越林道大谷霧ヶ原線,9,9,,
左股沢,左股沢林道,9,9,,
幌加美利別,幌加美利別林道,9,9,,
平の沢,平の沢林道,9,9,,
広域基幹塩江琴南,広域基幹林道 塩江琴南線,9,9,,
広域基幹盤石岳,広域基幹林道 盤石岳線,9,9,,
広域基幹角神五十沢,広域基幹林道角神五十沢線,9,9,,
御代田三石,御代田三石林道,9,9,,
恵那山,恵那山林道,9,9,,
惣芦別,惣芦別林道,9,9,,
戸沢,戸沢林道 / 林道戸沢線,9,9,,
戸面倉玉,林道　戸面倉玉線,9,9,,
所沢,林道 所沢線 / 林道所沢線,9,9,,
扇山扇山,扇山（扇山）林道,9,9,,
折八古関,林道折八古関線,9,9,,
持藤田,持藤田林道,9,9,,
掛水,林道掛水線,9,9,,
摩周,摩周林道,9,9,,
旗宿金山,旗宿・金山林道,9,9,,
日向沢,林道日向沢線,9,9,,
普通幌内川,普通林道 幌内川線 / 普通林道幌内川線,9,9,,
晴山47支,晴山林道47支線,9,9,,
有渡沢,林道有渡沢線,9,9,,
杉川,杉川林道,9,9,,
村前沢,林道村前沢線,9,9,,
松の沢,松の沢林道,9,9,,
桑ノ川,桑ノ川林道,9,9,,
権現谷,権現谷林道,9,9,,
樫山,林道樫山線 / 樫山林道,9,9,,
橡谷西ノ谷,林道橡谷西ノ谷線,9,9,,
殿宮,林道 殿宮線,9,9,,
民有大熊,民有林道大熊線,9,9,,
民有林土肥中央,民有林林道土肥中央線,9,9,,
水源,水源林道,9,9,,
深久保国ヶ草,林道深久保国ヶ草線,9,9,,
深山,林道深山線 / 深山林道,9,9,,
湯の里,湯の里林道,9,9,,
湯川,湯川林道,9,9,,
滝上,滝上林道,9,9,,
澄川知内川支,澄川林道知内川支線,9,9,,
瀬戸川高樽ウグイ川,瀬戸川高樽（ウグイ川）林道,9,9,,
炭がま,林道炭がま線,9,9,,
片貝,林道片貝線 / 片貝林道,9,9,,
獅子倉水上,林道 獅子倉水上線,9,9,,
理右衛門,理右衛門林道,9,9,,
生田原本流,生田原本流林道,9,9,,
田口十石峠,林道田口十石峠線,9,9,,
白井沢,林道白井沢線 / 白井沢林道,9,9,,
白倉,白倉林道,9,9,,
白浜,白浜林道,9,9,,
白髭,林道白髭線,9,9,,
矢倉,林道矢倉線 / 矢倉林道,9,9,,
矢口沢,矢口沢林道,9,9,,
矢沢,林道矢沢線,9,9,,
矢竹阿多根,林道矢竹阿多根線,9,9,,
石原河原,林道石原河原線,9,9,,
砂子沢,林道砂子沢線 / 砂子沢林道,9,9,,
粕毛,粕毛林道,9,9,,
細野,林道細野線 / 細野林道,9,9,,
総主別,総主別林道,9,9,,
荒戸沢,林道荒戸沢線,9,9,,
菅田大柿,菅田大柿林道,9,9,,
萩野横断,萩野横断林道,9,9,,
藤倉,林道藤倉線 / 藤倉林道,9,9,,
行司沢,行司沢林道,9,9,,
西股,西股林道,9,9,,
要六沢,要六沢林道,9,9,,
観音沢,観音沢林道,9,9,,
豊平川右岸,豊平川右岸林道,9,9,,
赤原遠山,林道赤原遠山線,9,9,,
赤城東麓,林道赤城東麓線,9,9,,
軽井沢,林道軽井沢線 / 軽井沢林道,9,9,,
近別,近別林道,9,9,,
道東2期町道上庶路本流線,道東2期林道（町道上庶路本流線）,9,9,,
道東2期町道上庶路阿寒線,道東2期林道 (町道上庶路阿寒線),9,9,,
金剛沢,金剛沢林道,9,9,,
鈴庫山,林道鈴庫山線,9,9,,
銀山,銀山林道,9,9,,
鍋滝,鍋滝林道,9,9,,
長久保,林道長久保線,9,9,,
長倉山,長倉山林道,9,9,,
霧山,霧山林道,9,9,,
青崩,林道青崩線,9,9,,
飯豊桧枝岐,林道 飯豊桧枝岐線,9,9,,
駅逓の沢,駅逓の沢林道,9,9,,
鳥取県若桜江府,鳥取県林道若桜・江府線,9,9,,
黒姫種池,黒姫種池林道,9,9,,
黒菱,黒菱林道,9,9,,
5の沢メトセップ,5の沢メトセップ林道,8,8,,
アタクチャ,アタクチャ林道,8,8,,
アベツ,アベツ林道,8,8,,
ウラシマナイ,ウラシマナイ林道,8,8,,
オソウシサラウンナイ,オソウシサラウンナイ林道,8,8,,
チイバナ,チイバナ林道,8,8,,
ハトイ札弦川,ハトイ札弦川林道,8,8,,
ペンケベベセナイ,ペンケベベセナイ林道,8,8,,
ポヨップ,ポヨップ林道,8,8,,
ポントマム,ポントマム林道,8,8,,
リルラン,リルラン林道,8,8,,
レインボウ,林道レインボウ線,8,8,,
七々木,林道七々木線,8,8,,
三峰,三峰林道 / 林道三峰線,8,8,,
三川古山横断,三川古山横断林道,8,8,,
上国縫川,上国縫川林道,8,8,,
上福山,林道 上福山線,8,8,,
上高地乗鞍C区間,上高地乗鞍林道 C区間,8,8,,
世立広池,林道世立（広池）線,8,8,,
中津川,中津川林道,8,8,,
久戸沢,林道久戸沢線,8,8,,
久留喜,久留喜林道,8,8,,
乗鞍,乗鞍林道,8,8,,
二の足,林道二の足線,8,8,,
二川,二川林道,8,8,,
二庄内,二庄内林道,8,8,,
仁田沢,林道仁田沢線,8,8,,
伊奈牛,伊奈牛林道,8,8,,
保田見,林道保田見線,8,8,,
八号沢赤石,八号沢林道 赤石線,8,8,,
八木沢,八木沢林道,8,8,,
内大臣,内大臣林道,8,8,,
出戸股スカイライン,出戸股スカイライン林道,8,8,,
初の沢,初の沢林道,8,8,,
利別川,利別川林道,8,8,,
前山,前山林道 / 林道前山線,8,8,,
北筑波稜,北筑波稜線林道 / 林道北筑波稜線,8,8,,
北箱根線箱根やまなみ,林道北箱根線（箱根やまなみ林道）,8,8,,
千代田,千代田林道,8,8,,
千走,林道千走線,8,8,,
南土代沢,林道南土代沢線,8,8,,
卯越,卯越林道,8,8,,
双ツ山,林道双ツ山線,8,8,,
吉無田,吉無田林道,8,8,,
呉娑々宇,林道呉娑々宇線,8,8,,
咲別第一,咲別第一林道,8,8,,
唐谷,唐谷林道,8,8,,
嘉瀬子内,嘉瀬子内林道,8,8,,
国見,国見林道,8,8,,
地蔵峠三沢地蔵峠,地蔵峠三沢（地蔵峠）林道,8,8,,
坂角,林道坂角線,8,8,,
大入,林道 大入線 / 林道大入線,8,8,,
大名栗,林道大名栗線,8,8,,
大小川,大小川林道,8,8,,
大山沢,林道大山沢線,8,8,,
大森富岡,林道大森富岡線,8,8,,
大規模菊池人吉,大規模林道菊池人吉線,8,8,,
大谷沢,大谷沢林道,8,8,,
大野中根山,林道大野中根山線,8,8,,
天目山,天目山林道 / 林道天目山線,8,8,,
太櫓越臼別,太櫓越臼別線林道,8,8,,
奥山六車,林道奥山六車線,8,8,,
妙義荒船スーパー,妙義荒船スーパー林道,8,8,,
妙見蘇武,林道妙見・蘇武線,8,8,,
宝来沢,宝来沢林道,8,8,,
富内,富内林道,8,8,,
小倉,小倉林道 / 林道小倉線,8,8,,
小利別,小利別林道,8,8,,
小又川,小又川林道,8,8,,
小名沢,小名沢林道,8,8,,
小川殿,小川殿林道,8,8,,
小松沢,小松沢林道,8,8,,
小野川,小野川林道,8,8,,
尻別川,尻別川林道,8,8,,
岩屋,林道岩屋線,8,8,,
峠沢,峠沢林道,8,8,,
川上嶺,林道川上嶺線,8,8,,
川上本谷本谷,川上本谷林道（本谷）,8,8,,
幌内,幌内林道,8,8,,
広域基幹土肥戸田,広域基幹林道土肥戸田線,8,8,,
広域基幹塚,広域基幹林道塚線,8,8,,
広域基幹富士東部南,広域基幹林道富士東部(南)線,8,8,,
広域基幹春埜山,広域基幹林道春埜山線,8,8,,
広域基幹添別西の沢,広域基幹林道添別西の沢線,8,8,,
広域基幹船通山,広域基幹林道船通山線,8,8,,
徳富越連絡,徳富越連絡林道,8,8,,
折敷地戸谷,折敷地戸谷林道,8,8,,
斜里川,斜里川林道,8,8,,
新箕輪,林道新箕輪線,8,8,,
日の口,日の口林道,8,8,,
明沢,明沢林道,8,8,,
普通朱太川,普通林道 朱太川線 / 普通林道朱太川線,8,8,,
月夜沢,林道 月夜沢線,8,8,,
木下沢,林道木下沢線,8,8,,
木本内川,木本内川林道,8,8,,
本栃,本栃林道,8,8,,
材木沢,材木沢林道,8,8,,
東喜登牛,東喜登牛林道,8,8,,
松ヶ沢,松ヶ沢林道,8,8,,
板庭入宝坂,林道板庭入宝坂線,8,8,,
栄,林道栄線 / 栄林道,8,8,,
栄西2号,栄西2号林道,8,8,,
梅ノ木平,梅ノ木平林道,8,8,,
楢林,楢林林道,8,8,,
横尾山,林道横尾山線,8,8,,
橋倉,林道橋倉線,8,8,,
歌島,歌島林道,8,8,,
水明,水明林道,8,8,,
渕ヶ沢奥米,林道渕ヶ沢奥米線,8,8,,
湯船,林道湯船線 / 湯船林道,8,8,,
滝の上連絡,滝の上連絡線林道,8,8,,
漁川左岸,漁川左岸林道,8,8,,
瀬戸川高樽下,瀬戸川高樽（下）林道,8,8,,
熊の沢,熊の沢林道,8,8,,
牛の沢出原,林道牛の沢出原線,8,8,,
王城枝垂栗,林道王城枝垂栗線,8,8,,
甘湯,林道甘湯線 / 甘湯林道,8,8,,
田沢,林道田沢線 / 田沢林道,8,8,,
百松沢,百松沢林道,8,8,,
真喜屋,真喜屋林道,8,8,,
真水沢,真水沢林道,8,8,,
矢岳,林道矢岳線,8,8,,
矢櫃,矢櫃林道,8,8,,
神浦の沢,神浦の沢林道,8,8,,
笹郷,林道笹郷線 / 笹郷林道,8,8,,
羽黒,林道　羽黒線 / 羽黒林道,8,8,,
自念子,自念子林道,8,8,,
良瑠石,良瑠石林道,8,8,,
苗場赤湯苗場山,苗場赤湯（苗場山）林道,8,8,,
草喰八丁河原,林道草喰八丁河原線,8,8,,
荻殿,林道荻殿線,8,8,,
蒲生川,蒲生川林道,8,8,,
蕪入沢上芦川,林道蕪入沢上芦川線,8,8,,
薮原,薮原林道,8,8,,
藤立,藤立林道,8,8,,
虚空蔵,林道　虚空蔵線 / 林道虚空蔵線,8,8,,
蛍火,蛍火林道,8,8,,
西上豊岡連絡,西上豊岡連絡林道,8,8,,
豊岡梅ヶ島,林道豊岡梅ヶ島線,8,8,,
轟,轟林道,8,8,,
迷沢,迷沢林道,8,8,,
追分,林道追分線 / 追分林道,8,8,,
道場,林道道場線,8,8,,
野田,林道野田線 / 野田林道,8,8,,
野間殿川内,林道野間殿川内線,8,8,,
金峰山,金峰山林道,8,8,,
金白,金白林道,8,8,,
金谷元名,林道 金谷元名線,8,8,,
釜の沢,林道釜の沢線 / 釜の沢林道,8,8,,
釧北,釧北林道,8,8,,
鍵掛,林道鍵掛線 / 鍵掛林道,8,8,,
間の谷,林道間の谷線,8,8,,
雄別,雄別林道,8,8,,
静内,林道静内線,8,8,,
頓野,頓野林道,8,8,,
顕聖寺釜淵,林道顕聖寺釜淵線,8,8,,
高取,高取林道,8,8,,
高森山,林道高森山線 / 高森山林道,8,8,,
麻加江小萩,林道麻加江小萩線,8,8,,
黒保,林道黒保線,8,8,,
黒石西俣西俣,黒石西俣林道（西俣）,8,8,,
ふるさと大鰭,ふるさと林道 大鰭線,7,7,,
まきばの家,林道まきばの家線,7,7,,
アシベツ,林道アシベツ線,7,7,,
ウエンシリ,林道ウエンシリ線,7,7,,
ウルイ沢,ウルイ沢林道,7,7,,
オサツナイ,オサツナイ林道,7,7,,
オサツナイ下二股,オサツナイ下二股林道,7,7,,
オサナイ,オサナイ林道 / オサナイ線林道,7,7,,
キキン岳,キキン岳林道,7,7,,
キトウシナイ,キトウシナイ林道,7,7,,
クオーベツ,クオーベツ林道,7,7,,
シケレベツ,シケレベツ林道,7,7,,
シュンベツ,シュンベツ林道,7,7,,
シートカチ,シートカチ林道,7,7,,
チカリベツ,チカリベツ林道,7,7,,
トイマベツ,トイマベツ林道,7,7,,
トクショッペ左の沢,トクショッペ左の沢林道,7,7,,
ドアノ沢,ドアノ沢林道,7,7,,
ニワン,ニワン林道,7,7,,
ペンケ,ペンケ林道,7,7,,
ペンケオーシヨツ,ペンケオーシヨツ林道,7,7,,
ホロカ支流,ホロカ支流林道,7,7,,
ルベシップ,ルベシップ林道,7,7,,
一の沢併用,一の沢併用林道,7,7,,
万波下,万波（下）林道,7,7,,
上仁和,上仁和林道,7,7,,
上武秩父,林道上武秩父線,7,7,,
上池,林道上池線,7,7,,
上発足,上発足線林道,7,7,,
上空沼岳,上空沼岳林道,7,7,,
上里27号,上里27号林道,7,7,,
下田,下田林道 / 林道下田線,7,7,,
中央横断,中央横断林道,7,7,,
中奥,林道中奥線,7,7,,
中山谷,中山谷林道,7,7,,
中峰,中峰林道 / 林道中峰線,7,7,,
中野,中野林道 / 林道中野線,7,7,,
丹波広域基幹;深見大布施,丹波広域基幹林道;深見大布施線,7,7,,
五所塚,五所塚林道,7,7,,
五波染ヶ谷,林道五波染ヶ谷線,7,7,,
井川雨畑,林道井川雨畑線,7,7,,
仁和,仁和林道,7,7,,
佐手与那,佐手与那林道,7,7,,
併用伊奈牛鉱山,併用林道伊奈牛鉱山線,7,7,,
倉三,林道倉三線,7,7,,
倉羅月野,林道倉羅月野線,7,7,,
入間方不動沢,林道入間方・不動沢線,7,7,,
入間白岩,林道入間白岩線,7,7,,
六本木,林道六本木線,7,7,,
内待竹山,内待竹山林道,7,7,,
円,林道円線,7,7,,
冷水峠,冷水峠林道,7,7,,
冷泉沢,冷泉沢林道,7,7,,
割谷,林道割谷線,7,7,,
加茂東,林道加茂東線,7,7,,
勇振,勇振林道,7,7,,
北榛名山,林道北榛名山線,7,7,,
千倉,林道千倉線,7,7,,
南八ヶ岳白駒,南八ヶ岳（白駒）林道,7,7,,
南満河キソンペタヌ支,南満河林道 キソンペタヌ支線,7,7,,
卯原内ダム,卯原内ダム林道,7,7,,
原石の沢,原石の沢林道,7,7,,
双沢,林道双沢線,7,7,,
古梅ダム,古梅ダム林道,7,7,,
和田,和田林道 / 林道和田線,7,7,,
嘉陽,嘉陽林道,7,7,,
四兵衛,四兵衛林道,7,7,,
坂ノ沢,林道坂ノ沢線,7,7,,
坂沢,坂沢林道 / 林道坂沢線,7,7,,
坊金高山,林道坊金高山線,7,7,,
堵止木,堵止木林道,7,7,,
塩田,林道塩田線,7,7,,
塩谷川,塩谷川林道,7,7,,
大井川大井川,大井川（大井川）林道,7,7,,
大仁田,大仁田林道 / 林道大仁田線,7,7,,
大峠,大峠林道 / 林道大峠線,7,7,,
大畑沢,大畑沢林道,7,7,,
大白川右沢,大白川右沢林道,7,7,,
大野峠,林道大野峠線,7,7,,
大門東,大門東林道,7,7,,
太郎,林道太郎線,7,7,,
奥穂別,奥穂別林道,7,7,,
女川,女川林道,7,7,,
子の原塩蔵,子の原（塩蔵）林道,7,7,,
宗谷,宗谷林道,7,7,,
宮島,林道宮島線,7,7,,
富士愛鷹,林道富士愛鷹線,7,7,,
富岡姉別川,林道富岡姉別川線,7,7,,
寺社平,寺社平林道,7,7,,
小俣,小俣林道,7,7,,
小坪川幹線,小坪川（幹線）林道,7,7,,
小島,小島林道 / 林道小島線,7,7,,
小川,小川林道 / 林道小川線,7,7,,
小松の沢,小松の沢林道 / 林道小松の沢線,7,7,,
小田川,小田川林道,7,7,,
小霊山,林道小霊山線,7,7,,
小音別,小音別林道,7,7,,
山出,山出林道,7,7,,
山口,山口林道 / 林道山口線,7,7,,
岩井谷,岩井谷林道 / 林道岩井谷線,7,7,,
岩内小川,岩内小川林道,7,7,,
岩瀬,岩瀬林道,7,7,,
岩谷,岩谷林道,7,7,,
川上2号,林道川上2号線,7,7,,
川上牧丘線クリスタルライン,林道川上牧丘線（クリスタルライン）,7,7,,
川口樅木,川口樅木林道,7,7,,
川合湯ノ又,林道川合湯ノ又線,7,7,,
川浦,川浦林道 / 林道川浦線,7,7,,
左岸,左岸林道,7,7,,
常盤,常盤林道,7,7,,
幌毛志,幌毛志林道,7,7,,
平山,林道平山線,7,7,,
幻住寺,林道幻住寺線,7,7,,
広域基幹八方ヶ岳,広域基幹林道八方ヶ岳線,7,7,,
広域基幹山田本俣,広域基幹林道山田本俣線,7,7,,
広域基幹竜門,広域基幹林道竜門線,7,7,,
御園,御園林道,7,7,,
御在所山,御在所山林道,7,7,,
恋路山,林道恋路山線,7,7,,
惣富地,惣富地林道,7,7,,
愛別川本流,愛別川本流林道,7,7,,
戸中山白倉山,戸中山（白倉山）林道,7,7,,
扇山平山,扇山（平山）林道,7,7,,
敷屋,敷屋林道,7,7,,
新冠,新冠林道,7,7,,
新大函,新大函林道,7,7,,
新登川,新登川林道,7,7,,
明星,林道明星線,7,7,,
明神,明神林道 / 林道明神線,7,7,,
春別,林道 春別線,7,7,,
月山,月山林道,7,7,,
月崎大久保,林道月崎大久保線,7,7,,
朝日,朝日林道 / 林道朝日線,7,7,,
木賊平土羅入木賊平,木賊平・土羅入（木賊平）林道,7,7,,
本内川併用,本内川併用林道,7,7,,
